City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
467,Grootfontein,NA,-19.5667,18.1167,62.17,42,0,5.75,clear sky
468,Gwadar,PK,25.1216,62.3254,79.84,64,3,4.23,clear sky
469,Tual,ID,-5.6667,132.75,84.24,73,86,10.02,overcast clouds
470,Ancud,CL,-41.8697,-73.8203,51.42,97,36,1.7,scattered clouds
471,Kahului,US,20.8947,-156.47,78.84,83,100,11.99,overcast clouds
472,Panguna,PG,-6.3164,155.4848,75.33,87,100,2.82,moderate rain
473,Mujiayingzi,CN,42.1167,118.7833,56.44,19,72,4.29,broken clouds
474,Tsaratanana,MG,-16.7833,47.65,74.1,60,24,7.7,few clouds
475,Mgandu,TZ,-5.95,34.1333,65.23,67,72,7.14,broken clouds
476,Mogadishu,SO,2.0371,45.3438,80.47,83,40,8.05,scattered clouds
477,Kamenka,RU,51.3223,42.7678,35.04,87,100,7.34,overcast clouds
478,Palmas,BR,-10.2128,-48.3603,76.87,83,20,3.44,few clouds
479,Acarau,BR,-2.8856,-40.12,76.78,82,93,8.86,overcast clouds
480,Koutsouras,GR,35.0339,25.9469,64.11,61,5,14.9,clear sky
481,Bayir,TR,37.2687,28.2167,45.12,59,16,3.91,few clouds
482,Kaitangata,NZ,-46.2817,169.8464,57.36,70,92,14.12,overcast clouds
483,Tamiahua,MX,21.2667,-97.45,72.93,88,0,3.29,moderate rain
484,Avera,US,33.194,-82.5271,60.85,35,80,14.14,broken clouds
485,Jambi,ID,-1.6,103.6167,79.12,80,100,3.47,light rain
486,Chany,RU,55.3121,76.7647,23.43,92,67,8.37,broken clouds
487,Lodja,CD,-3.4833,23.4333,68.83,100,100,1.16,light rain
488,Cheney,US,47.4874,-117.5758,25.12,68,0,11.5,clear sky
489,Parana,AR,-31.732,-60.5238,69.57,70,100,11.5,overcast clouds
490,Obilnoye,RU,44.2457,43.5613,38.59,87,9,1.88,clear sky
491,Karasjok,NO,69.4719,25.5112,32.16,85,100,6.24,overcast clouds
492,Freetown,SL,8.484,-13.2299,78.33,81,83,3.06,broken clouds
493,Nordhorn,DE,52.4333,7.0833,58.17,80,89,16.55,overcast clouds
494,Vallenar,CL,-28.5708,-70.7581,62.78,67,100,3.65,overcast clouds
495,Xixiang,CN,35.1628,112.865,60.12,70,97,3.06,overcast clouds
496,Matiri,TZ,-10.75,34.9,63.25,69,60,5.26,broken clouds
497,Xiongzhou,CN,25.1167,114.3,82.2,52,8,2.21,clear sky
498,Berlevag,NO,70.8578,29.0864,35.55,87,100,10.36,overcast clouds
499,Ransang,PH,8.9603,117.5828,86.04,68,87,3.58,overcast clouds
500,Duldurga,RU,50.6761,113.5931,29.86,46,80,5.35,broken clouds
501,Mao,ES,39.8885,4.2658,68.56,83,40,8.05,scattered clouds
502,Ust-Maya,RU,60.4167,134.5333,-3.41,89,97,1.05,overcast clouds
503,North Platte,US,41.1239,-100.7654,66.11,76,0,15.01,clear sky
504,Alekseyevka,RU,50.6309,38.6903,39.11,72,98,5.37,overcast clouds
505,Cordele,US,31.9635,-83.7824,64.92,39,0,6.91,clear sky
506,Satipo,PE,-11.2522,-74.6386,70.25,87,81,2.3,broken clouds
507,Ovalle,CL,-30.5983,-71.2003,58.24,79,100,2.66,overcast clouds
508,Qaqortoq,GL,60.7167,-46.0333,20.73,72,8,7.9,clear sky
509,Tezu,IN,27.9167,96.1667,77.63,42,0,3.09,clear sky
510,Gediz,TR,39.0417,29.41,38.34,69,14,5.99,few clouds
511,Saldanha,ZA,-33.0117,17.9442,55.45,64,79,5.93,broken clouds
512,Munirabad,IN,15.3333,76.3333,76.64,63,11,9.15,few clouds
513,Salinas,US,36.6777,-121.6555,52.14,80,75,5.75,broken clouds
514,Sabang,ID,5.8933,95.3214,82.13,72,89,5.91,overcast clouds
515,Tafalla,ES,42.5269,-1.6745,59.4,68,100,2.24,overcast clouds
516,Gigmoto,PH,13.7796,124.39,85.41,74,100,7.74,overcast clouds
517,Zinder,NE,13.8072,8.9881,72.09,20,31,9.75,scattered clouds
518,Vestmannaeyjar,IS,63.4427,-20.2734,45.14,76,74,7.11,broken clouds
519,Sinnamary,GF,5.3833,-52.95,75.65,93,100,9.89,overcast clouds
520,Tete,MZ,-16.1564,33.5867,81.34,64,100,6.31,overcast clouds
521,Chinique,GT,15.0447,-91.0258,58.5,98,38,2.24,scattered clouds
522,Schio,IT,45.7124,11.3574,52.65,80,81,2.82,broken clouds
523,Kalmunai,LK,7.4167,81.8167,76.53,92,100,7.18,light rain
524,Tutoia,BR,-2.7619,-42.2744,77.99,81,79,10.22,broken clouds
525,Huarmey,PE,-10.0681,-78.1522,63.52,86,37,6.55,scattered clouds
526,Chapais,CA,49.7834,-74.8492,24.58,91,65,3.49,broken clouds
527,Songea,TZ,-10.6833,35.65,65.55,82,20,5.75,few clouds
528,Malkangiri,IN,18.35,81.9,77.47,60,43,2.44,scattered clouds
529,Road Town,VG,18.4167,-64.6167,81.28,77,100,13.29,overcast clouds
530,Nhulunbuy,AU,-12.2333,136.7667,92.01,55,20,11.5,few clouds
531,Te Anau,NZ,-45.4167,167.7167,66.09,49,67,7.14,broken clouds
532,Nioki,CD,-2.7167,17.6833,69.89,98,100,1.57,light rain
533,Eyl,SO,7.9803,49.8164,78.53,76,15,5.7,few clouds
534,Gasa,PS,31.5,34.4667,61.88,73,4,2.84,clear sky
535,Santa Lucia,ES,27.9117,-15.5407,61.92,78,20,12.66,few clouds
536,Lubango,AO,-14.9172,13.4925,57.67,47,1,2.51,clear sky
537,Aku,NG,6.7081,7.3167,69.85,97,94,3.24,overcast clouds
538,Melfi,IT,40.9965,15.6514,48.76,81,31,4.7,scattered clouds
539,Rawson,AR,-43.3002,-65.1023,67.82,53,32,11.18,scattered clouds
540,Kayes,ML,14,-11,74.32,15,54,4.5,broken clouds
541,Igarka,RU,67.4667,86.5833,-7.91,99,100,10.36,overcast clouds
542,Lufilufi,WS,-13.8745,-171.5986,80.38,83,99,17.2,moderate rain
543,Polunochnoye,RU,60.8697,60.4153,28.98,94,100,3.89,overcast clouds
544,Stantsionno-Oyashinskiy,RU,55.4664,83.8245,27.54,90,90,8.01,overcast clouds
545,Tali,GH,9.4501,-1.1169,75.7,38,61,2.46,broken clouds
546,Kincardine,GB,56.0667,-3.7167,50.65,85,100,13.62,overcast clouds
547,Lucapa,AO,-8.4192,20.7447,63.82,91,100,1.68,overcast clouds
548,Baturaja,ID,-4.1333,104.1667,75.69,94,100,2.39,overcast clouds
549,Owo,NG,7.1962,5.5868,70.18,98,58,2.55,broken clouds
550,Tevaitoa,PF,-16.7833,-151.5,78.28,72,82,11.39,broken clouds
551,Xining,CN,36.6167,101.7667,49.75,45,0,2.19,clear sky
552,Tangshan,CN,39.6333,118.1833,60.31,36,70,7.43,broken clouds
553,Vigia,BR,-0.8583,-48.1417,73.71,94,95,6.69,overcast clouds
554,Presidente Epitacio,BR,-21.7633,-52.1156,66.36,53,4,5.26,clear sky
555,Ayr,GB,55.4627,-4.6339,51.78,82,75,18.41,broken clouds
556,Odweyne,SO,9.4092,45.064,72.82,59,23,6.17,few clouds
557,Olinda,BR,-8.0089,-34.8553,80.33,69,75,5.75,broken clouds
558,Aklavik,CA,68.2191,-135.0107,18.27,87,100,5.48,overcast clouds
559,Lethem,GY,3.3803,-59.7968,75.09,91,100,1.74,light rain
560,Colquiri,BO,-17.4167,-67.1333,35.67,77,74,6.11,broken clouds
561,Harlingen,US,26.1906,-97.6961,77.09,96,0,10.16,clear sky
562,Boca Do Acre,BR,-8.7522,-67.3978,76.98,53,22,3.13,few clouds
563,Sur,OM,22.5667,59.5289,84.87,45,22,3.96,few clouds
564,Krasnoarmeysk,RU,51.0239,45.6969,31.77,78,100,7.67,overcast clouds
565,Luganville,VU,-15.5333,167.1667,82.2,79,43,7.58,light rain
566,Santa Rosa,PH,14.3122,121.1114,88.02,69,100,11.05,overcast clouds
567,Zhangjiakou,CN,40.81,114.8794,51.22,24,94,2.28,overcast clouds
568,Bohodukhiv,UA,50.1647,35.5276,41.36,73,98,4.27,overcast clouds
569,Solwezi,ZM,-12.1688,26.3894,61.74,96,100,3.27,light rain
570,Kieta,PG,-6.2167,155.6333,81.36,85,100,8.97,moderate rain
571,Energeticheskiy,KZ,43.4278,77.0222,37.96,75,100,4.47,overcast clouds
572,Lorengau,PG,-2.0226,147.2712,85.14,68,100,5.46,heavy intensity rain
573,Imeni Poliny Osipenko,RU,52.4201,136.4853,31.91,69,100,13.02,overcast clouds
574,Timbiqui,CO,2.7717,-77.6654,74.52,94,100,5.35,light rain
575,Norman Wells,CA,65.282,-126.8329,8.64,72,100,4.61,light snow
576,Lingyuan,CN,41.24,119.4011,58.48,22,65,4.05,broken clouds
577,Sangar,RU,63.9242,127.4739,-7.44,88,95,3.04,overcast clouds
578,Pisco,PE,-13.7,-76.2167,62.65,88,2,9.22,mist
579,Along,IN,28.1667,94.7667,76.03,52,6,1.07,clear sky
580,Marystown,CA,47.1666,-55.1483,36.86,100,82,8.01,broken clouds
581,Luangwa,ZM,-15.6167,30.4167,78.44,69,96,5.73,overcast clouds
582,San Juan Evangelista,MX,17.9,-95.1333,70.09,94,22,4.74,light rain
583,Langfang,CN,39.5097,116.6947,58.51,32,89,3.53,overcast clouds
584,Juneau,US,58.3019,-134.4197,28.22,100,49,3.94,scattered clouds
585,Yiyang,CN,28.5892,112.3283,80.8,40,0,2.8,clear sky
586,Challapalle,IN,16.1167,80.9333,82.54,70,100,7.2,overcast clouds
587,Aljezur,PT,37.3191,-8.8033,62.67,92,100,4.56,overcast clouds
588,Farafangana,MG,-22.8167,47.8333,74.37,79,8,6.62,clear sky
589,Sept-Iles,CA,50.2001,-66.3821,36.12,53,40,16.11,scattered clouds
590,Tambun,ID,-6.2641,107.0712,86.49,66,20,5.75,few clouds
591,Naraina,IN,26.7833,75.2,77.72,45,56,7.63,broken clouds
592,Caxito,AO,-8.5785,13.6643,75.51,87,96,1.25,overcast clouds
593,Vidalia,US,32.2177,-82.4135,62.38,39,0,6.91,clear sky
594,Roald,NO,62.5833,6.1333,52.75,87,100,4.61,overcast clouds
595,Dickinson,US,29.4608,-95.0513,74.95,90,69,5.88,broken clouds
596,Isla Mujeres,MX,21.2311,-86.731,75.16,64,53,15.03,broken clouds
597,Havre-Saint-Pierre,CA,50.2334,-63.5986,37.4,55,40,12.66,scattered clouds
598,Umea,SE,63.8284,20.2597,26.53,100,75,4.61,broken clouds
599,Coihaique,CL,-45.5752,-72.0662,54.21,71,0,2.3,clear sky
600,Masyaf,SY,35.0653,36.3406,54.5,85,87,6.64,overcast clouds
601,Chupa,RU,66.27,33.0549,34.18,90,100,9.04,overcast clouds
602,Ahipara,NZ,-35.1667,173.1667,64.69,77,45,13.47,scattered clouds
603,Bowen,AU,-20.0167,148.2333,79.93,59,12,21.88,few clouds
604,Banjarmasin,ID,-3.3244,114.591,86.14,82,99,0.69,overcast clouds
605,Forbes,AU,-33.3833,148.0167,76.33,37,2,4.07,clear sky
606,Cootamundra,AU,-34.65,148.0333,72.63,58,3,5.12,clear sky
607,Grand-Santi,GF,4.25,-54.3833,72.88,98,100,1.86,overcast clouds
608,Urusha,RU,54.05,122.9,27.19,45,1,8.55,clear sky
609,Igrim,RU,63.1906,64.4162,12.56,98,77,2.01,broken clouds
610,Formosa Do Rio Preto,BR,-11.0483,-45.1931,71.47,83,100,2.59,overcast clouds
611,Oriximina,BR,-1.7656,-55.8661,72.81,94,96,1.92,overcast clouds
612,Sakakah,SA,29.9697,40.2064,58.57,40,100,1.74,overcast clouds
613,Itaituba,BR,-4.2761,-55.9836,74.1,90,98,3.15,overcast clouds
614,Port-Cartier,CA,50.0334,-66.8654,35.82,54,5,19.19,clear sky
615,The Valley,AI,18.217,-63.0578,81.1,75,100,16.78,overcast clouds
616,Zaragoza,ES,41.6561,-0.8773,59.02,75,20,1.14,few clouds
617,Numan,NG,9.4667,12.0333,74.28,36,91,3.11,overcast clouds
618,Mandalgovi,MN,45.7625,106.2708,41.86,27,1,9.51,clear sky
619,Sumbe,AO,-11.2061,13.8437,75.87,84,100,7.16,overcast clouds
620,Danilovka,RU,50.3557,44.1168,32.81,90,100,6.26,overcast clouds
621,Clarksdale,US,34.2001,-90.5709,67.98,100,0,3.44,clear sky
622,Urucara,BR,-2.5364,-57.76,72.52,94,95,1.88,overcast clouds
623,Kousseri,CM,12.0769,15.0306,79.14,22,98,8.32,overcast clouds
624,Jiaojiang,CN,28.6803,121.4428,71.89,71,47,5.44,scattered clouds
625,Brae,GB,60.3964,-1.353,50.04,88,92,8.43,overcast clouds
626,Karabudakhkent,RU,42.7087,47.5673,38.66,93,9,4.47,clear sky
627,Khandyga,RU,62.6667,135.6,-14.75,87,6,0.81,clear sky
628,Cap Malheureux,MU,-19.9842,57.6142,73.47,74,81,8.99,light rain
629,Millinocket,US,45.6573,-68.7098,31.87,64,0,6.11,clear sky
630,Stornoway,GB,58.2093,-6.3865,48.92,93,20,5.75,few clouds
631,Pantai Remis,MY,4.4557,100.6288,84.22,76,96,1.99,overcast clouds
632,Chadiza,ZM,-14.0678,32.4392,73.69,48,96,2.19,overcast clouds
633,Douglas,US,41.3,-96.167,61.32,91,100,14.97,overcast clouds
634,Kipini,KE,-2.5257,40.5262,79.39,82,4,7.09,clear sky
635,Ismailia,EG,30.6043,32.2723,62.46,78,0,7.11,clear sky
636,Guangyuan,CN,32.442,105.823,60.6,88,100,2.42,overcast clouds
637,Dali,CN,25.7,100.1833,64.4,49,13,2.73,few clouds
638,Creel,MX,27.75,-107.6333,46.74,45,0,0.87,clear sky
639,Nalut,LY,30.3333,10.85,56.75,43,4,7.05,clear sky
640,Alma,CA,48.5501,-71.6491,34.14,51,13,13.8,few clouds
641,Liverpool,GB,53.4106,-2.9779,50.14,92,94,8.05,overcast clouds
642,Ola,RU,59.5833,151.2833,7.14,81,22,4.25,few clouds
643,Ulladulla,AU,-35.35,150.4667,70.12,56,2,15.52,clear sky
644,Ghanzi,BW,-21.5667,21.7833,67.77,47,0,7.23,clear sky
645,Hualmay,PE,-11.0964,-77.6139,63.45,84,28,7.45,scattered clouds
646,Shingu,JP,33.7333,135.9833,65.79,52,0,3.94,clear sky
647,Verkhnevilyuysk,RU,63.4453,120.3167,5.02,92,94,2.68,overcast clouds
648,Zhuanghe,CN,39.7008,122.9911,58.98,66,57,6.46,broken clouds
649,Korla,CN,41.7597,86.1469,51.4,36,100,12.82,overcast clouds
650,Nicoya,CR,10.1483,-85.452,73.69,93,100,0.69,overcast clouds
651,Leninskoye,KZ,41.7589,69.3864,37.31,62,32,4.23,scattered clouds
652,Vilyuysk,RU,63.7553,121.6247,0.1,93,93,3,overcast clouds
653,Mareeba,AU,-17,145.4333,89.44,55,20,8.9,few clouds
654,Fontem,CM,5.4685,9.8818,65.19,91,97,2.98,overcast clouds
655,Anjozorobe,MG,-18.4,47.8667,63.64,62,4,3.47,clear sky
656,High Level,CA,58.5169,-117.136,-0.29,92,0,10.36,smoke
657,Ibra,OM,22.6906,58.5334,77.4,40,33,1.77,scattered clouds
658,Lovington,US,32.944,-103.3485,63.18,87,18,5.99,few clouds
659,Sokoni,TZ,-6.4333,39.55,76.86,83,1,7,light rain
660,Alekseyevsk,RU,57.8406,108.3492,21.78,83,99,8.9,overcast clouds
661,Yumen,CN,40.2833,97.2,47.68,25,8,15.03,clear sky
662,Lere,NG,10.387,8.5726,64.96,38,65,2.08,broken clouds
663,Kalengwa,ZM,-13.4659,25.0027,61.05,98,83,4.12,light rain
664,Vigrestad,NO,58.5667,5.7,51.96,89,98,18.97,light rain
665,Sisimiut,GL,66.9395,-53.6735,6.76,82,11,12.24,few clouds
666,Port Shepstone,ZA,-30.7414,30.455,68.72,83,3,3.94,clear sky
667,Mbanza-Ngungu,CD,-5.25,14.8667,67.15,99,100,4.72,overcast clouds
668,San Juan Del Sur,NI,11.2529,-85.8705,77.95,83,81,3.15,broken clouds
669,Swan River,CA,52.1058,-101.2676,22.89,100,100,3.44,overcast clouds
670,Krasnoselkup,RU,65.7,82.4667,11.1,95,100,10.33,overcast clouds
671,Half Moon Bay,US,37.4636,-122.4286,51.31,84,44,7.25,scattered clouds
672,Bilma,NE,18.6853,12.9164,66.65,29,1,9.04,clear sky
673,Bilibino,RU,68.0546,166.4372,-8.91,91,95,2.98,overcast clouds
674,Eldoret,KE,0.5204,35.2699,53.69,87,0,8.05,clear sky
675,Quang Ngai,VN,15.1167,108.8,82.9,70,93,9.26,overcast clouds
676,Sulangan,PH,11.1373,123.7228,83.93,75,67,8.63,broken clouds
677,Amapa,BR,1,-52,71.22,96,100,1.7,overcast clouds
678,Ibiapina,BR,-3.9233,-40.8894,66.76,69,96,3.06,overcast clouds
679,Beyneu,KZ,45.3167,55.2,34.99,74,97,9.22,overcast clouds
680,Tigil,RU,57.8,158.6667,24.19,93,100,14.32,snow
681,Yaan,NG,7.3833,8.5667,72.23,76,100,4.18,overcast clouds
682,Byron Bay,AU,-28.65,153.6167,70.95,58,46,13.06,scattered clouds
683,Acapulco,MX,16.8634,-99.8901,78.89,86,64,3.53,broken clouds
684,Porbandar,IN,21.6422,69.6093,75.18,83,0,3.44,haze
685,Naxos,GR,37.1056,25.3764,62.64,80,0,18.01,clear sky
686,Cuamba,MZ,-14.8031,36.5372,73.81,53,60,6.44,broken clouds
687,Port-Gentil,GA,-0.7193,8.7815,77.9,87,100,10.74,overcast clouds
688,Bani Walid,LY,31.7566,13.9942,57.61,85,0,5.14,clear sky
689,Lang Son,VN,21.8333,106.7333,81.9,47,1,1.66,clear sky
690,Santiago,CL,-33.4569,-70.6483,61.86,77,97,3.33,overcast clouds
691,Port Blair,IN,11.6667,92.75,82.8,74,100,13.91,overcast clouds
692,San Jose,US,37.3394,-121.895,51.12,82,75,4.61,broken clouds
693,Ekhabi,RU,53.5102,142.9671,34.07,67,70,13.78,broken clouds
694,Oksfjord,NO,70.2396,22.3479,37.58,90,15,11.3,few clouds
695,Tura,IN,25.5198,90.2201,76.35,66,5,1.05,clear sky
696,Ferrol,ES,43.4832,-8.2369,57.67,84,100,9.69,overcast clouds
697,Lamu,KE,-2.2717,40.902,77.22,83,16,7.02,few clouds
698,Mahon,ES,39.8885,4.2658,68.56,83,40,8.05,scattered clouds
699,Katobu,ID,-4.9408,122.5276,90.54,51,96,1.63,overcast clouds
700,Harper,LR,4.375,-7.7169,77.23,87,71,5.88,light rain
701,Puerto Narino,CO,-3.7703,-70.3831,75,85,92,2.13,overcast clouds
702,Asino,RU,56.9979,86.1452,24.84,90,75,7.87,broken clouds
703,Visby,SE,57.6409,18.296,53.06,93,75,16.11,broken clouds
